program_name|program_slug|course_name|course_number|course_rubric|requirement|component
Media Production, B.A.|media-production-b-a| Media Performance|3329|COMM|Required Electives: 15 hours (five courses) from:|Additional Requirements
Media Production, B.A.|media-production-b-a| Information & Communication Technologies I|3353|COMM|Required Electives: 15 hours (five courses) from:|Additional Requirements
Media Production, B.A.|media-production-b-a| Electronic Field Production|3380|COMM|Required Electives: 15 hours (five courses) from:|Additional Requirements
Media Production, B.A.|media-production-b-a| Television Production II|3382|COMM|Required Electives: 15 hours (five courses) from:|Additional Requirements
Media Production, B.A.|media-production-b-a| Non-linear Editing|3383|COMM|Required Electives: 15 hours (five courses) from:|Additional Requirements
Media Production, B.A.|media-production-b-a| Multimedia Production I|4320|COMM|Required Electives: 15 hours (five courses) from:|Additional Requirements
Media Production, B.A.|media-production-b-a| Television Producing and Directing I|4322|COMM|Required Electives: 15 hours (five courses) from:|Additional Requirements
Media Production, B.A.|media-production-b-a| Advanced Audio Production|4324|COMM|Required Electives: 15 hours (five courses) from:|Additional Requirements
Media Production, B.A.|media-production-b-a| Media Production Workshop II|4380|COMM|Required Electives: 15 hours (five courses) from:|Additional Requirements
Media Production, B.A.|media-production-b-a| Digital Cinematography|4381|COMM|Required Electives: 15 hours (five courses) from:|Additional Requirements
Media Production, B.A.|media-production-b-a| Advanced Non-Linear Editing|4382|COMM|Required Electives: 15 hours (five courses) from:|Additional Requirements
Media Production, B.A.|media-production-b-a| Documentary Filmmaking|4383|COMM|Required Electives: 15 hours (five courses) from:|Additional Requirements
Media Production, B.A.|media-production-b-a| Professional Internship|4392|COMM|Required Electives: 15 hours (five courses) from:|Additional Requirements
Media Production, B.A.|media-production-b-a| Selected Topics Communication|4397|COMM|Required Electives: 15 hours (five courses) from:|Additional Requirements
Media Production, B.A.|media-production-b-a| Independent Study|4398|COMM|Required Electives: 15 hours (five courses) from:|Additional Requirements
Media Production, B.A.|media-production-b-a| Food As Communication|2383|COMM|Required Electives: 3 hours (one course) from:|Additional Requirements
Media Production, B.A.|media-production-b-a| Media Management|3350|COMM|Required Electives: 3 hours (one course) from:|Additional Requirements
Media Production, B.A.|media-production-b-a| Principles of Broadcast Programming and Ratings|3364|COMM|Required Electives: 3 hours (one course) from:|Additional Requirements
Media Production, B.A.|media-production-b-a| Gender and Media|3372|COMM|Required Electives: 3 hours (one course) from:|Additional Requirements
Media Production, B.A.|media-production-b-a| Television: History and Culture|3373|COMM|Required Electives: 3 hours (one course) from:|Additional Requirements
Media Production, B.A.|media-production-b-a| Media Effects|3376|COMM|Required Electives: 3 hours (one course) from:|Additional Requirements
Media Production, B.A.|media-production-b-a| Broadcast and Film Dramatic Writing|4328|COMM|Required Electives: 3 hours (one course) from:|Additional Requirements
Media Production, B.A.|media-production-b-a| Television and the Family|4337|COMM|Required Electives: 3 hours (one course) from:|Additional Requirements
Media Production, B.A.|media-production-b-a| Social Aspects of Film|4370|COMM|Required Electives: 3 hours (one course) from:|Additional Requirements
Media Production, B.A.|media-production-b-a| Propaganda and Mass Communication|4375|COMM|Required Electives: 3 hours (one course) from:|Additional Requirements
Media Production, B.A.|media-production-b-a| The Social Impact of New Information Technology|4378|COMM|Required Electives: 3 hours (one course) from:|Additional Requirements
Music (Areas of Elective Studies), B.M.|music-areas-of-elective-studies-b-m| Group Piano I|1160|MUSI|Common Courses for all Elective Studies Areas:|Additional Requirements
Music (Areas of Elective Studies), B.M.|music-areas-of-elective-studies-b-m| Group Piano II|1161|MUSI|Common Courses for all Elective Studies Areas:|Additional Requirements
Music (Areas of Elective Studies), B.M.|music-areas-of-elective-studies-b-m| Group Piano III|2160|MUSI|Common Courses for all Elective Studies Areas:|Additional Requirements
Music (Areas of Elective Studies), B.M.|music-areas-of-elective-studies-b-m| Group Piano IV|2161|MUSI|Common Courses for all Elective Studies Areas:|Additional Requirements
Music (Areas of Elective Studies), B.M.|music-areas-of-elective-studies-b-m| Aural Skills I|1170|MUSI|Common Courses for all Elective Studies Areas:|Additional Requirements
Music (Areas of Elective Studies), B.M.|music-areas-of-elective-studies-b-m| Aural Skills II|1171|MUSI|Common Courses for all Elective Studies Areas:|Additional Requirements
Music (Areas of Elective Studies), B.M.|music-areas-of-elective-studies-b-m| Aural Skills III|2170|MUSI|Common Courses for all Elective Studies Areas:|Additional Requirements
Music (Areas of Elective Studies), B.M.|music-areas-of-elective-studies-b-m| Aural Skills IV|2171|MUSI|Common Courses for all Elective Studies Areas:|Additional Requirements
Music (Areas of Elective Studies), B.M.|music-areas-of-elective-studies-b-m| Theory I|1310|MUSI|Common Courses for all Elective Studies Areas:|Additional Requirements
Music (Areas of Elective Studies), B.M.|music-areas-of-elective-studies-b-m| Theory II|1311|MUSI|Common Courses for all Elective Studies Areas:|Additional Requirements
Music (Areas of Elective Studies), B.M.|music-areas-of-elective-studies-b-m| Theory III|2210|MUSI|Common Courses for all Elective Studies Areas:|Additional Requirements
Music (Areas of Elective Studies), B.M.|music-areas-of-elective-studies-b-m| Techniques of Music Since 1900|2214|MUSI|Common Courses for all Elective Studies Areas:|Additional Requirements
Music (Areas of Elective Studies), B.M.|music-areas-of-elective-studies-b-m| Music and Culture|2361|MUSI|Common Courses for all Elective Studies Areas:|Additional Requirements
Music (Areas of Elective Studies), B.M.|music-areas-of-elective-studies-b-m| History of Music I|2362|MUSI|Common Courses for all Elective Studies Areas:|Additional Requirements
Music (Areas of Elective Studies), B.M.|music-areas-of-elective-studies-b-m| History of Music II|3363|MUSI|Common Courses for all Elective Studies Areas:|Additional Requirements
Music (Areas of Elective Studies), B.M.|music-areas-of-elective-studies-b-m| History of Music III|3364|MUSI|Common Courses for all Elective Studies Areas:|Additional Requirements
Music (Areas of Elective Studies), B.M.|music-areas-of-elective-studies-b-m| Introduction to Large Forms|3215|MUSI|Common Courses for all Elective Studies Areas:|Additional Requirements
Music (Areas of Elective Studies), B.M.|music-areas-of-elective-studies-b-m| Choral Conducting I|4220|MUSI|Common Courses for all Elective Studies Areas:|Additional Requirements
Music (Areas of Elective Studies), B.M.|music-areas-of-elective-studies-b-m| Instrumental Conducting I|4230|MUSI|Common Courses for all Elective Studies Areas:|Additional Requirements
Music (Areas of Elective Studies), B.M.|music-areas-of-elective-studies-b-m| Vocal Diction|2101|MUSI|Choral Program Requirements|1. Elective Studies in Teacher Certification: Choral Program
Music (Areas of Elective Studies), B.M.|music-areas-of-elective-studies-b-m| Computers and Technology for Musicians|2320|MUSI|Choral Program Requirements|1. Elective Studies in Teacher Certification: Choral Program
Music (Areas of Elective Studies), B.M.|music-areas-of-elective-studies-b-m| Piano for Choral Directors|3108|MUSI|Choral Program Requirements|1. Elective Studies in Teacher Certification: Choral Program
Music (Areas of Elective Studies), B.M.|music-areas-of-elective-studies-b-m| Choral Conducting II|4221|MUSI|Choral Program Requirements|1. Elective Studies in Teacher Certification: Choral Program
Music (Areas of Elective Studies), B.M.|music-areas-of-elective-studies-b-m| Performance Pedagogy|4250|MUSI|Choral Program Requirements|1. Elective Studies in Teacher Certification: Choral Program
Music (Areas of Elective Studies), B.M.|music-areas-of-elective-studies-b-m| Materials for Children's Choirs Grades 4-12|4343|MUSI|Choral Program Requirements|1. Elective Studies in Teacher Certification: Choral Program
Music (Areas of Elective Studies), B.M.|music-areas-of-elective-studies-b-m| Introduction to Education in Music|3320|MUED|Choral Program Requirements|1. Elective Studies in Teacher Certification: Choral Program
Music (Areas of Elective Studies), B.M.|music-areas-of-elective-studies-b-m| General Music in Elementary and Secondary Schools|4305|MUED|Choral Program Requirements|1. Elective Studies in Teacher Certification: Choral Program
Music (Areas of Elective Studies), B.M.|music-areas-of-elective-studies-b-m| Reading in the Content Area|3347|CUIN|Choral Program Requirements|1. Elective Studies in Teacher Certification: Choral Program
Music (Areas of Elective Studies), B.M.|music-areas-of-elective-studies-b-m|Elementary|4318|EDUC|Choral Program Requirements|1. Elective Studies in Teacher Certification: Choral Program
Music (Areas of Elective Studies), B.M.|music-areas-of-elective-studies-b-m|Secondary|4319|EDUC|Choral Program Requirements|1. Elective Studies in Teacher Certification: Choral Program
Music (Areas of Elective Studies), B.M.|music-areas-of-elective-studies-b-m| Introduction to Educational Psychology|3300|EPSY|Choral Program Requirements|1. Elective Studies in Teacher Certification: Choral Program
Music (Areas of Elective Studies), B.M.|music-areas-of-elective-studies-b-m| Computers and Technology for Musicians|2320|MUSI|Instrumental Program Requirements|2. Elective Studies in Teacher Certification: Instrumental Program
Music (Areas of Elective Studies), B.M.|music-areas-of-elective-studies-b-m| Woodwinds|3100|MUSI|Instrumental Program Requirements|2. Elective Studies in Teacher Certification: Instrumental Program
Music (Areas of Elective Studies), B.M.|music-areas-of-elective-studies-b-m| Woodwinds|3101|MUSI|Instrumental Program Requirements|2. Elective Studies in Teacher Certification: Instrumental Program
Music (Areas of Elective Studies), B.M.|music-areas-of-elective-studies-b-m| Brasses|3102|MUSI|Instrumental Program Requirements|2. Elective Studies in Teacher Certification: Instrumental Program
Music (Areas of Elective Studies), B.M.|music-areas-of-elective-studies-b-m| Brasses|3103|MUSI|Instrumental Program Requirements|2. Elective Studies in Teacher Certification: Instrumental Program
Music (Areas of Elective Studies), B.M.|music-areas-of-elective-studies-b-m| Strings|3104|MUSI|Instrumental Program Requirements|2. Elective Studies in Teacher Certification: Instrumental Program
Music (Areas of Elective Studies), B.M.|music-areas-of-elective-studies-b-m| Strings|3105|MUSI|Instrumental Program Requirements|2. Elective Studies in Teacher Certification: Instrumental Program
Music (Areas of Elective Studies), B.M.|music-areas-of-elective-studies-b-m| Percussion|3106|MUSI|Instrumental Program Requirements|2. Elective Studies in Teacher Certification: Instrumental Program
Music (Areas of Elective Studies), B.M.|music-areas-of-elective-studies-b-m| Basic Vocal Techniques|3107|MUSI|Instrumental Program Requirements|2. Elective Studies in Teacher Certification: Instrumental Program
Music (Areas of Elective Studies), B.M.|music-areas-of-elective-studies-b-m| Instrumental Conducting II|4231|MUSI|Instrumental Program Requirements|2. Elective Studies in Teacher Certification: Instrumental Program
Music (Areas of Elective Studies), B.M.|music-areas-of-elective-studies-b-m| Elementary and Middle School Instrumental Administration|4340|MUSI|Instrumental Program Requirements|2. Elective Studies in Teacher Certification: Instrumental Program
Music (Areas of Elective Studies), B.M.|music-areas-of-elective-studies-b-m| High School Instrumental Administration and Marching Band Techniques|4344|MUSI|Instrumental Program Requirements|2. Elective Studies in Teacher Certification: Instrumental Program
Music (Areas of Elective Studies), B.M.|music-areas-of-elective-studies-b-m| Introduction to Education in Music|3320|MUED|Instrumental Program Requirements|2. Elective Studies in Teacher Certification: Instrumental Program
Music (Areas of Elective Studies), B.M.|music-areas-of-elective-studies-b-m| General Music in Elementary and Secondary Schools|4305|MUED|Instrumental Program Requirements|2. Elective Studies in Teacher Certification: Instrumental Program
Music (Areas of Elective Studies), B.M.|music-areas-of-elective-studies-b-m| Reading in the Content Area|3347|CUIN|Instrumental Program Requirements|2. Elective Studies in Teacher Certification: Instrumental Program
Music (Areas of Elective Studies), B.M.|music-areas-of-elective-studies-b-m|Elementary|4318|EDUC|Instrumental Program Requirements|2. Elective Studies in Teacher Certification: Instrumental Program
